,1,2,3,4,5,6,Log2 Fold change,p value
1110038D17Rik,8540.0786273668,8569.75422500789,6921.7331762604,8589.34565565487,8357.01585619884,6174.31574896446,-0.0482055712179082,0.988973052645505
1110038F14Rik,174.192772262662,218.462847117142,187.803947915632,175.051680654131,196.893043732433,175.775595828432,-0.0688151787436393,0.98024123669938
1110046J04Rik,1.85311459853896,4.62355231993952,6.43164205190522,3.22181007338892,3.36569305525527,3.16712785276453,-0.0609549653476293,0.988973052645505
1110049F12Rik,995.122539415422,1100.4054521456,981.468577120737,964.395148634418,866.665961728232,884.420452884496,-0.171749518854721,0.711773665535785
1110051M20Rik,34.2826200729708,15.0265450398034,46.3078227737176,31.1441640427596,29.4498142334836,41.9644440491301,0.0507631444232222,0.988973052645505
1110054M08Rik,341.899643430438,330.583990875675,508.099722100512,295.332590060651,339.093575316969,251.78666429478,-0.324223311607608,0.680443589540337
1110054O05Rik,227.006538321023,242.736496796825,231.539113868588,167.534123816224,211.197239217268,212.989348098415,-0.207951975520676,0.946560147810169
1110057K04Rik,2095.87261094756,2146.48416453192,1935.92425762347,2334.73836651584,2244.91726785527,2203.52920356092,0.128691187832572,0.870876915390369
1110058L19Rik,432.702258758847,458.887567753997,468.2235413787,386.617208806671,465.307064889041,455.274628834902,-0.0478670036617903,0.988973052645505
1110059E24Rik,614.307489415665,641.517884391608,573.702471029946,478.97576424382,566.277856546699,585.918652761439,-0.150302675694262,0.978558042673302
1110059G10Rik,423.436685766152,441.549246554224,376.894224241646,365.138474984078,415.663092324026,451.315719018946,-0.00895896955661887,0.991611408193259
1110059M19Rik,0,0,0,0,0,0.791781963191133,0.0177324963331791,0.978558042673302
1110065P20Rik,215.887850729789,234.64528023693,227.680128637445,226.600641828354,205.307276370572,245.452408589251,0.000471868811854996,0.997752389548506
1110067D22Rik,1369.45168832029,2133.76939565209,969.891621427307,2182.23935637543,2413.20192061803,599.378946135688,0.0569824553254637,0.988973052645505
1190002F15Rik,6.48590109488636,2.31177615996976,1.28632841038104,7.51755683790749,5.88996284669672,10.2931655214847,0.23668962052936,0.978558042673302
1190002H23Rik,0.92655729926948,0,3.85898523114313,3.22181007338892,0.841423263813818,2.3753458895734,0.0375036135484627,0.988973052645505
1190002N15Rik,1781.76968649521,2201.96679237119,1350.6448309001,2841.63648472903,2486.40574456983,1765.67377791623,0.315419681699637,0.729956026356386
1190003J15Rik,4638.34584014302,4866.28881673634,4845.59912190539,4281.78558753388,4466.27468432374,4806.90829853337,-0.0786125747384241,0.978558042673302
1190003K10Rik,0,0,0,0,0,0,NA,1
1190005F20Rik,827.415668247646,799.874551349536,796.237286025866,1137.29895590629,889.384389851205,794.157309080707,0.190953167244391,0.978558042673302
1190005I06Rik,183.458345255357,105.185815278624,111.910571703151,110.615479186353,118.640680197748,152.022136932698,-0.0523327849436809,0.988973052645505
1190007F08Rik,78.7573704379058,41.6119708794556,63.0300921086712,37.5877841895374,25.2426979144145,54.6329554601882,-0.339269813046266,0.870876915390369
1190007I07Rik,223.300309123945,208.059854397278,236.684427510112,213.713401534799,228.867127757358,267.622303558603,0.0814383758725858,0.978558042673302
1200009I06Rik,43.5481930656656,31.2089781595917,23.1539113868588,46.1792777185746,31.1326607611113,32.4630604908365,0.0757496367139565,0.988973052645505
1200011I18Rik,1120.2077748168,1197.50005086433,1011.0541305595,1143.74257605307,1092.16739643034,1087.11663546143,-0.0037872704068485,0.991611408193259
1200011M11Rik,401.199310583685,466.978784313891,406.47977768041,442.461916745412,434.17440412793,465.567794356386,0.0703755665501072,0.978558042673302
1200014J11Rik,723.641250729464,724.741826150519,722.916566634147,674.432242029415,707.636964867421,641.343390184818,-0.0972546961252471,0.978558042673302
1200016B10Rik,676.38682846672,743.236035430277,717.771252992623,777.53016437786,583.947745086789,736.357225767754,-0.0247823297188817,0.988973052645505
1300001I01Rik,11820.0914667808,13402.5222874247,11691.4389219533,13459.6485499278,13260.8306377058,11007.3528522831,0.0287404117255043,0.988973052645505
1300002E11Rik,437.335045255195,488.940657833604,472.082526609843,467.162460641394,504.853958288291,359.469011288775,-0.0619366126124904,0.982256911641993
1300002K09Rik,6159.7529255435,10350.9777562646,8222.21119915563,10978.8547934183,10634.7486313428,5881.35642258374,0.106426720507803,0.978558042673302
1300010F03Rik,7981.3645759073,8451.85364084943,6786.66869317039,10667.4131529907,8072.61479302977,9157.75018626865,0.234915216988598,0.734290038419882
1300014I06Rik,2822.29353357484,2918.61740196182,2734.7342004701,2534.49059106595,3036.69655910407,1926.40551644403,-0.15145199667418,0.978558042673302
1300015D01Rik,490.148811313555,487.784769753619,689.47202796424,293.184716678392,398.83462704775,607.296765767599,-0.248263901877216,0.978558042673302
1300017J02Rik,21057.8677404975,22769.8392876221,23349.4333052367,20097.6512378001,18562.6386229966,18964.761582354,-0.210380632013495,0.423593811989198
1300018I17Rik,920.997955473863,653.076765191457,728.061880275671,634.696584457618,675.662880842496,873.33550539982,-0.0639548069506987,0.988973052645505
1300018J18Rik,1863.30672883092,1907.21533197505,2267.79698750178,1846.09717205185,1653.39671339415,1897.90136576915,-0.148990203435288,0.978558042673302
1500001M20Rik,69.491797445211,68.1973967191079,78.4660330332437,93.4324921282788,103.4950614491,103.723437178038,0.38465698918465,0.460937774700912
1500002O10Rik,0,0,0,1.07393669112964,0,0,0.0191711625648787,0.978558042673302
1500002O20Rik,185.311459853896,279.724915356341,221.24848658554,216.935211608187,255.792672199401,246.244190552442,0.0596520809473646,0.988973052645505
1500003O03Rik,6074.50965401071,4507.96351194103,6551.27059407066,5286.99033043122,6199.60660778021,5297.81311571187,-0.0256434659347306,0.988973052645505
1500004A13Rik,49.1075368612824,64.7297324791532,73.3207193917195,76.2495050702045,67.3138611051054,60.1754292025261,0.0917089412727074,0.98024123669938
1500009C09Rik,0,0,0,0,0,0,NA,1
1500009L16Rik,0,0,0,0,0.841423263813818,1.58356392638227,0.0591852734809857,0.978558042673302
1500010J02Rik,290.938991970617,264.698370316537,307.43249008107,237.340008739651,335.727882261713,258.120920000309,-0.0433321678111512,0.988973052645505
1500011B03Rik,34.2826200729708,49.7031874393498,46.3078227737176,21.4787338225928,29.4498142334836,28.5041506748808,-0.417892260154167,0.60684513416917
1500011H22Rik,117.672777007224,101.718151038669,110.62424329277,103.097922348446,98.4465218662167,125.101550184199,-0.0112735179342951,0.991611408193259
1500011K16Rik,498.48782700698,453.108127354073,487.518467534416,401.652322482486,404.724589894446,523.367877669339,-0.0994839357875142,0.978558042673302
1500012F01Rik,284.45309087573,327.116326635721,255.979353665828,607.848167179377,668.090071468171,746.650391289239,1.08780165904886,5.0465721830538e-16
1500015A07Rik,64.8590109488636,50.8590755193347,41.1625091321934,79.4713151435934,58.8996284669672,51.4658276074237,0.164628244605958,0.978558042673302
1500015O10Rik,0,1.15588807998488,1.28632841038104,2.14787338225928,0.841423263813818,0.791781963191133,0.0363419157095649,0.988973052645505
1500016L03Rik,0,0,0,0,0,0.791781963191133,0.0177324963331791,0.978558042673302
1500017E21Rik,1050.71597737159,937.425232867737,1911.48401782623,1572.24331581379,928.931283250455,987.352108099343,-0.0793950209292468,0.988973052645505
1500031L02Rik,228.859652919562,165.291995437838,177.513320632584,183.643174183169,158.187573596998,176.567377791623,-0.123388092543856,0.978558042673302
1500032L24Rik,1582.55986715227,1528.08404174001,1728.82538355212,1555.06032875572,1597.86277798244,1433.91713533914,-0.0731803980182524,0.978558042673302
1520402A15Rik,7.41245839415584,6.93532847990927,3.85898523114313,2.14787338225928,5.04853958288291,5.54247374233793,-0.109172943752404,0.978558042673302
1600002D24Rik,0,0,0,0,0,0,NA,1
1600002H07Rik,4151.90325802654,2097.93686517256,2662.69980948876,686.245545631841,1578.51004291472,4332.63090258188,-0.0883551271233937,0.979913668955089
1600002K03Rik,81.5370423357142,91.3151583188054,68.1754057501953,98.802175583927,95.0808288109614,105.307001104421,0.243772842514642,0.978558042673302
1600010M07Rik,3.70622919707792,1.15588807998488,5.14531364152418,0,4.20711631906909,3.16712785276453,-0.0435877743756196,0.988973052645505
1600012F09Rik,319.662268247971,339.831095515554,273.987951411162,331.846437559059,297.863835390091,342.841590061761,0.0504663789615441,0.988973052645505
1600012H06Rik,1273.08972919627,1370.88326286207,1189.85377960247,1156.62981634662,1172.94402975646,1297.73063767027,-0.0749963110121018,0.978558042673302
1600014C10Rik,7490.28920729448,7326.01865094416,7087.66954119955,7250.14660181621,6502.51898275318,8442.77107350706,0.017566630637448,0.988973052645505
1600014C23Rik,0,0,0,0,0,0,NA,1
1600014K23Rik,0,15.0265450398034,1.28632841038104,0,0,0,-0.158155484938505,0.808925472207751
1600015I10Rik,0,0,0,0,0,0,NA,1
1600016N20Rik,74.1245839415584,36.9884185595161,78.4660330332437,57.9925813210006,74.8866704794298,53.0493915338059,-0.01682371357776,0.991611408193259
1600019K03Rik,0.92655729926948,0,0,0,0,0,-0.0200990993242214,0.978558042673302
1600020E01Rik,166.780313868506,256.607153756643,171.081678580679,193.308604403335,254.951248935587,209.82222024565,0.115449829365029,0.978558042673302
1600021P15Rik,813.517308758603,1090.00245942574,829.681824695773,924.659491062621,1103.94732212373,760.902466626679,0.024710818772218,0.988973052645505
1600025M17Rik,0,0,0,0,0,0,NA,1
1600027N09Rik,151.955397080195,158.356666957928,135.06448309001,140.685706537983,151.456187486487,161.523520490991,0.0233460242301854,0.988973052645505
1600029D21Rik,95.4354018247564,61.2620682391986,109.337914882389,85.9149352903713,67.3138611051054,68.0932488344375,-0.184703602239946,0.978558042673302
1600029I14Rik,1.85311459853896,1.15588807998488,1.28632841038104,0,0.841423263813818,1.58356392638227,-0.0482226384725418,0.98024123669938
1600029O15Rik,0,0,0,0,0.841423263813818,0,0.0180198252616597,0.978558042673302
1700001C02Rik,0,0,1.28632841038104,0,0,0,-0.0239546738199066,0.978558042673302
1700001C19Rik,347.458987226055,394.157835274844,427.061032246507,369.434221748596,322.265110040692,368.970394847068,-0.123369810812554,0.978558042673302
1700001F09Rik,0,0,0,0,0,0,NA,1
1700001G11Rik,0,0,0,0,0,0,NA,1
1700001G17Rik,2.77967189780844,2.31177615996976,3.85898523114313,4.29574676451856,3.36569305525527,4.7506917791468,0.0833419881306108,0.979460097506543
1700001J03Rik,0.92655729926948,0,1.28632841038104,0,0.841423263813818,0,-0.0344297251153403,0.98024123669938
1700001J11Rik,8.33901569342532,8.09121655989415,1.28632841038104,11.8133036024261,9.25565590195199,7.1260376687202,0.154633809450233,0.978558042673302
1700001K19Rik,1.85311459853896,3.46766423995464,1.28632841038104,2.14787338225928,0,0.791781963191133,-0.0933054084952173,0.978558042673302
1700001K23Rik,0,0,0,0,0,0,NA,1
1700001L05Rik,378.035378101948,391.846059114874,500.381751638226,211.565528152539,137.151992001652,442.606117423844,-0.254714070577739,0.978558042673302
1700001L19Rik,0.92655729926948,1.15588807998488,0,0,0,0,-0.0552884686105679,0.978558042673302
1700001O22Rik,0,0,0,0,0.841423263813818,0,0.0180198252616597,0.978558042673302
1700001P01Rik,0.92655729926948,1.15588807998488,0,2.14787338225928,1.68284652762764,0,0.0372061181131167,0.988973052645505
1700003E16Rik,75.9776985400974,85.535717918881,87.470331905911,93.4324921282788,80.7766333261265,96.5973995093183,0.0992452736219033,0.978558042673302
1700003F12Rik,0.92655729926948,1.15588807998488,5.14531364152418,3.22181007338892,0.841423263813818,1.58356392638227,-0.0319905511325457,0.988973052645505
1700003G13Rik,0,0,0,0,0,0,NA,1
1700003G18Rik,0.92655729926948,1.15588807998488,0,4.29574676451856,1.68284652762764,1.58356392638227,0.12905690832983,0.978558042673302
1700003H04Rik,0,0,0,0,0,0,NA,1
1700003L19Rik,0,0,0,0,0,0,NA,1
1700003M02Rik,0,0,0,0,0,0,NA,1
1700003M07Rik,0,0,0,0,0,0.791781963191133,0.0177324963331791,0.978558042673302
1700006A11Rik,0,0,0,0,0,0,NA,1
1700006E09Rik,0,0,0,0,0,0,NA,1
1700007B14Rik,0,0,0,0,0,0,NA,1
1700007E06Rik,0,1.15588807998488,0,2.14787338225928,0.841423263813818,0.791781963191133,0.0672475509629832,0.978558042673302
1700007F19Rik,1.85311459853896,5.7794403999244,5.14531364152418,1.07393669112964,0,0.791781963191133,-0.248465366345866,0.679360498175022
1700007G11Rik,0,2.31177615996976,0,0,0,0,-0.04099011963196,0.978558042673302
1700007I08Rik,0,0,0,0,1.68284652762764,0.791781963191133,0.0597845031612807,0.978558042673302
1700007K09Rik,0,0,1.28632841038104,1.07393669112964,0,0.791781963191133,0.0158771464654719,0.988973052645505
1700007K13Rik,0,0,0,5.3696834556482,4.20711631906909,2.3753458895734,0.278844045539209,0.463617206889402
1700007P06Rik,0,0,0,0,0,0,NA,1
1700008A04Rik,0,0,0,0,0,0,NA,1
1700008F21Rik,0,0,0,0,0,0,NA,1
1700008I05Rik,0.92655729926948,0,0,0,0,0,-0.0200990993242214,0.978558042673302
1700008J07Rik,113.966547810146,75.1327251990171,84.8976750851489,91.2846187460195,105.177907976727,110.057692883568,0.117739834643392,0.978558042673302
1700008K24Rik,0,0,0,0,0,0,NA,1
1700008O03Rik,0.92655729926948,1.15588807998488,2.57265682076209,1.07393669112964,4.20711631906909,3.95890981595567,0.114617256661288,0.978558042673302
1700008P02Rik,0,0,0,0,0,0,NA,1
1700008P20Rik,3.70622919707792,2.31177615996976,1.28632841038104,1.07393669112964,0,0.791781963191133,-0.144888559226725,0.978558042673302
1700009J07Rik,0,0,1.28632841038104,0,0,1.58356392638227,0.00855853136777127,0.988973052645505
1700009N14Rik,0,0,0,0,0,0,NA,1
1700009P17Rik,49.1075368612824,20.8059854397278,46.3078227737176,48.3271511008338,32.8155072887389,55.4247374233793,0.11619742597018,0.978558042673302
1700010B08Rik,0,0,0,0,0,0,NA,1
1700010D01Rik,0,0,0,0,0,0,NA,1
1700010I02Rik,0,0,0,0,0,0,NA,1
1700010I14Rik,24.0904897810065,24.2736496796825,12.8632841038104,37.5877841895374,56.3753586755258,23.753458895734,0.41051930916216,0.645588980660242
1700010J16Rik,0,0,0,0,0,0,NA,1
1700010K23Rik,0,0,0,0,0,0,NA,1
1700010M22Rik,0,0,0,0,0,0,NA,1
1700011A15Rik,0,0,0,0,0,0,NA,1
1700011E24Rik,0,0,0,0,0.841423263813818,0,0.0180198252616597,0.978558042673302
1700011F03Rik,0,0,0,0,0,0,NA,1
1700011F14Rik,0,0,0,0,0,0,NA,1
1700011H14Rik,5.55934379561688,6.93532847990927,18.0085977453346,15.035113675815,9.25565590195199,12.6685114110581,0.0929871306632593,0.98024123669938
1700011I03Rik,0,0,0,0,0,0,NA,1
1700011L22Rik,0,2.31177615996976,0,2.14787338225928,0,0,-0.00398907481172362,0.991611408193259
1700011M02Rik,0,0,0,0,0,0,NA,1
1700012A03Rik,0,0,0,0,0,0,NA,1
1700012A16Rik,0,1.15588807998488,0,1.07393669112964,1.68284652762764,0.791781963191133,0.0651949346336086,0.978558042673302
1700012B07Rik,0,0,0,0,0,0,NA,1
1700012B09Rik,0,0,0,0,0,0,NA,1
1700012B15Rik,140.836709488961,124.835912638367,155.645737656106,150.35113675815,164.918959707508,117.975512515479,0.0316344649231337,0.988973052645505
1700012D14Rik,14.8249167883117,9.24710463987903,9.00429887266731,10.7393669112964,13.4627722210211,11.876729447867,0.0407081624379178,0.988973052645505
1700012L04Rik,0,1.15588807998488,1.28632841038104,0,0.841423263813818,0.791781963191133,-0.0163498051635063,0.988973052645505
1700012P22Rik,0,0,0,0,0,0,NA,1
1700013D24Rik,0,0,0,0,0,0,NA,1
1700013F07Rik,0,0,0,0,0,0,NA,1
1700013G24Rik,0,0,0,0,0,0,NA,1
1700013H16Rik,0.92655729926948,0,0,0,0,0,-0.0200990993242214,0.978558042673302
1700013N18Rik,3.70622919707792,8.09121655989415,3.85898523114313,13.9611769846853,9.25565590195199,7.91781963191133,0.264294172699929,0.978558042673302
1700014N06Rik,0,0,0,0,0,0,NA,1
1700015E13Rik,9.2655729926948,1.15588807998488,9.00429887266731,4.29574676451856,7.57280937432436,7.1260376687202,-0.00576402977111908,0.991611408193259
1700015F17Rik,0,0,0,0,0,0,NA,1
1700015G11Rik,0,1.15588807998488,0,0,0,0.791781963191133,-0.00681548565774276,0.988973052645505
1700016C15Rik,0,0,0,1.07393669112964,0,1.58356392638227,0.061813356545777,0.978558042673302
1700016D06Rik,0,0,0,0,0,0,NA,1
1700016H13Rik,0,1.15588807998488,0,0,0,0,-0.0218681975901502,0.978558042673302
1700016K19Rik,0,0,0,1.07393669112964,0,1.58356392638227,0.061813356545777,0.978558042673302
1700016L21Rik,0,0,0,0,0,0,NA,1
1700016M24Rik,0,0,0,0,0,0,NA,1
1700016P04Rik,0,0,0,0,0,0,NA,1
1700017B05Rik,496.634712408441,558.293942632696,464.364556147557,593.886990194692,572.167819393396,411.726620859389,0.0444018027707189,0.988973052645505
1700017D01Rik,0,0,0,0,0,0,NA,1
1700017G19Rik,0,0,0,0,0.841423263813818,0,0.0180198252616597,0.978558042673302
1700017J07Rik,0,0,0,0,0,0,NA,1
1700017N19Rik,0,0,0,0,0,0,NA,1
1700018A04Rik,0,0,0,0,0,0,NA,1
1700018A14Rik,0,0,0,0,0,0,NA,1
1700018B08Rik,0,0,0,0,0,0,NA,1
1700018B24Rik,0,0,1.28632841038104,0,0,0,-0.0239546738199066,0.978558042673302
1700018C11Rik,0,0,0,0,0,0,NA,1
1700018F24Rik,0,0,0,0,0,0,NA,1
1700018L02Rik,32.4295054744318,53.1708516793044,43.7351659529555,73.0276949968156,69.8381308965469,43.5480079755123,0.318181044209669,0.907863918623862
1700018L24Rik,0,0,0,0,0,0.791781963191133,0.0177324963331791,0.978558042673302
1700019A02Rik,0.92655729926948,0,3.85898523114313,2.14787338225928,0,1.58356392638227,-0.0193842588940841,0.988973052645505
1700019B03Rik,2.77967189780844,3.46766423995464,1.28632841038104,6.44362014677785,1.68284652762764,3.95890981595567,0.0900013631964018,0.978558042673302
1700019D03Rik,0,0,0,1.07393669112964,0,0,0.0191711625648787,0.978558042673302
